svc_sentiment,text
positive,The kindle fire is what I always wanted. I love that fact you can keep books in the cloud and on your device.I can also download games and movies on it and get the games off my phone. I love 
positive,Love it except for the fact that I cannot access my school's textbooks because they run on android or iPad only.
positive,I am thoroughly enjoying my Kindle so far!
negative,The Fire just quit after 3 weeks.
positive,I love it! Does everything I need it to do and then some!
positive,Screen is beautiful and is amazingly responsive
positive,We wanted to get something for our 9 year old who loves watching gamer movies online. This is perfect for movie watching and for all the games he has downloaded. Would definatly  recommend an
positive,Does whatever I ask of it and gets the job done. A fairly solid device and runs quite smoothly.
positive,I love HD Kindle Fire.
positive,This is the third &#34;Fire&#34;  tablet I've bought and it leaves nothing more to need .  This is another Amazon top notch product!
positive,Good product easy to use
positive,it's great loved it.
positive,I love it
positive,This is wonderful product
positive,Love it!
positive,love it
positive,Love it!!
positive,like all the new features  like the front and back cameras and the email set up as well.<br />Only wish that you could upgrade the old as well.  Pictures and sound are great
positive,Great
positive,Its wonderful
positive,Great picture and easy to use. I love it!
positive,Received as a surprise gift.  Love its convenience.  So much to do with it.  Still learning everything available on my Fire.
positive,I love my kindle fire!
positive,It is very slow starting up even with a full charge.
positive,I bought one for each member of my family and they all loved it. Just wish I had gifted one to my self. Shipping was great too. They all made it here before Christmas.
positive,Was a Christmas gift from my son.  Too easily addictive.  I can stay on it all day.  How do I get a manual?
positive,The camera is not good; all photos taken with it are grainy.<br /><br />Screen rotation is too sensitive while reading.
negative,Was told when purchase it came with a year of free Prime. This was not the case. Saleperson need to be retrained an know the products.
positive,Love it!
positive,Love love it !!
positive,I use it all the time. It's awsome! So quick on the Internet. And I would notice that because the wifi always sucks at my house
positive,Easy to use and very easy set up. Have enjoyed it
positive,love it
positive,The size is great for travelling. Good to have my books available any time.
positive,OMG so happy and excited to be having and using my kindle finally i am so happy i waited 2 yrs and got it this year!!!<br />I have NOT had any issues with it and I SO get lost in my reading :
positive,Love it
positive,Love it!
positive,Everything we expected and more.  Useful for all ages.
positive,So far...so good.  I never had one before.
positive,no easy way to delete items you do not want games books etc.<br /><br />a delete key would great
positive,I really like it it has alot of features on it that's pretty cool..
positive,Display is very clear. Features are user friendly. Well satisfied with it.
positive,I have an iPad and didn't see the point in having a kindle too but got one for Christmas and love it!! I use it more than my iPad now!!!
positive,The whole family is enjoying these!  Best Tablet out!
positive,Christmas gift.  I love it !!
positive,Excellent
positive,The perfect gift. Went over in a big way!
positive,Overall wonderful. Great picture and fast processing.
positive,Love love love
positive,Love it!
positive,I got this as a christmas gift and I love it.  its easy to use and just amazing.
positive,I love my fire hd 7. It's so convenient and easy to use.
positive,works perfectly!
positive,Love it!
positive,I'm still learning all the &#34;ins and outs&#34; but love the music and the books.
positive,Best gift I received
positive,Love my Amazon Fire HD!  It's like a mini computer!!! It has all of the features I was looking for.
positive,My husband and I both have one and love them!!
positive,It took me awhile to figure it out.  So different from my first Kindle.  I am still learning things about but I do LOVE it.
positive,Great device! Im really excited about all I can do with it :-)!
positive,Easy for a novice like me...easier for anyone else#!!  Nice gift from my girls...
negative,I wish there was a flash for the camera and more storage or a slot for a memory card.
positive,I absolutely love it.  I thought that it was going to be a hassle to move all of my books from my old Kindle to the new Fire.  Imagine my very pleasant surprise when I logged into my amazon a
positive,Love it.
positive,Enjoying it... photo is a little pixely
positive,Exactly what I always wanted. Easy to use.
negative,did not help one bit
positive,I love it. My old kindle needed an upgrade and this was exactly it b
positive,Best thing I ever bought
positive,I would have given it 5 stars however ive never owned a kingle before so it wouldnt be fair to compare it to  other models ..i have a ipad and android phone i love my kindle fire
positive,I love it it has so many great features a neat stuff to do and I would recommend this product anybody was thinking about getting one
positive,The kids first Kindle and they really love it. I appreciate the Free Time app - it a great assistant to our parenting.
positive,Great for the Kids
positive,I love the kindle fire hd7
positive,Awesome product!!
positive,Absolutely love it!!!
positive,works great
positive,I love it I got it for Christmas and it works great. The only thing I don't like is the camera can be fuzzy sometimes. Overall it works great and I'm happy with it.
positive,Love it!
positive,I've had this tablet for a couple of months and I don't have any complaints. It's a good size and really easy to use. I've used other brands of tablets and this one is just as good as any oth
positive,Love the entertainment.
positive,This is my third kindle.  The smaller size fits in my purse and is small enough to read in bed.  I like it.
positive,This was given to me as a gift. And I am very well pleased  specially how it works with my Kindle touch. I am very well pleased.
positive,Amazing
positive,Good product
positive,Great tablet!
positive,Love it!
negative,Don't really see that much of a difference
positive,my son couldn't be happier with it.
positive,It is great I took a picture of some Christmas presents I got and sent to a buddy in NJ so its more then some thing to read books with.It is more like a hand held extension of your PC
positive,it's a very nice product and my son can't stay off it
positive,It great i just hate the ad on the lockscreen
positive,I love it.
positive,i reall like this. I have been wanting one for awhile to read a book. hope to really enjoy the time I have to read and not have to open a book.
positive,Great upgrade!!!
positive,shipped on time.  It worked when we opened it.  Great purchase.
positive,At our house we bought 3 Kindle Fire HD 7&#34; tablets...we all LOVE them!!
negative,I love it but the special offers are driving me crazy.
positive,Fun! Easy to use.
positive,Everything I expected and more!!
positive,This is awesome love it picture and sound quality is amazing !!!!
positive,does everything I want it to do for me.
positive,I like it. It's just awesome
positive,I just need more time to learn the way the thing works!
positive,Love.it!!
positive,Great improvement over my older Kindle
positive,Love it
positive,Love my new Kindle Fire 7!!!!!!!
positive,Awesome.  I love it!'
positive,Enjoy it immensely.  A big step forward in technology. Very user friendly.
positive,I have have both the iPad and a kindle I love both of them but the Kindle fire is both of them put together. I love to read and play games on the Kindle
positive,It's a good device for the price.  I haven't used it to its potential.
negative,The kindle doesn't come close being as good as any tablet that runs android
positive,I am very happy with my new kindle fire hd.
positive,I love the graphics and everything else about this tablet. The only complaint that I have is it seems to lag as I am typing.
positive,love my fire - so far so good - thanks you
positive,Love my new Kindle.
positive,Happy with it
positive,Great tablet have no complaints except camera pics arent the best quality
positive,The five star speaks for itself.
positive,I absolutely love this thing!  Everyone needs one of these!
positive,So far I like it.
positive,Love it
positive,I love it! I upgraded from a regular Kindle.
positive,Love it!!!!
positive,I love it's versatility and portability. I take it everywhere and leave my laptop at home.
positive,The Fire was definitely worth the money. I'm a tad bit disappointed with the cost of apps. I was told that Prime members get a ton of free games etc.
positive,got this as a gift for my hubbie....he loves it!
positive,I am very pleased
positive,Love it
positive,LOVE IT!
positive,Having a really great time with my Kindle. Love the reading
positive,Awesome!  Love it.
positive,item is great!!
negative,I do not have this item when was it purchased & shipped/
negative,We had it for less then a day and started receiving a message that it could not connect to the internet because if down loadable space issues. We had not downloaded anything!  We could not us
positive,Great case for Kindle Fire HD 7!!!!!!!! I love it!!!
positive,Love my new kindle Fire . I loved my old one but this one passes that by a mile .
positive,Love my new kindle fire. It's just the right size and the clarity is amazing. Thanks Amazon
positive,very easy to use e book reader
positive,Excellent screen display bought 3 as a Christmas gift for my children. Could not be happier and very excellent price!
positive,LOVE LOVE LOVE MY NEW KINDLE FIRE!!!!! You can do so much more than just read........ This is one of the best gifts I have ever received.😁
positive,I love my new partner that I got for Christmas but it does freeze up on me often.
positive,I have purchased from Amazon for years; and have no complaints what so ever.  You guys ROCK!!
positive,Great I really like it!!! It easly cracks though. I dropped it 1 foot and it cracked. Otherwise I really love it
positive,love it
positive,I love it!
negative,To me it's slower. Also the screen moves if I lay down to read . The other kindles didn't.
positive,A great device
positive,Battery runs down faster than expected otherwise I like visi
positive,great gift has kept my grand daughter busy since she got.  love this item.
positive,Love it. It's the second Fire in our household.
positive,It is so easy and reading is so clear  I love it
negative,My kindle fire hd has gone to a black screen and will not charge or turn on.
negative,5 GB storage?  Are you kidding?  That was small 10 years ago!  It should have at least 50-100 GB storage in this day and age.
positive,Love it!
positive,Kids love it! The only problem I am having is with the one click payment and being forced to have a credit card attached. I know I just probably need to research the answer to figure it out b
positive,What an awesome machine.  I haven't been able to put it down for days now.  Viva Amazon!
positive,Love it!
positive,Love it
positive,So far great
positive,the best!
positive,Perfect size to take on the go! The font can be changed to your preference and you can hilight text too! I would definitely recommend this product to others.
negative,It is not user friendly.  Switching between functions is not intuitive.
positive,Love it!
positive,I had a 1st generation. I really like all of the improvements.
positive,I ordered 3 of these for my kids and they love them. I am almost ready to order one for myself
positive,best Christmas gift for many years!
positive,I am well pleased with the Fire. It does all it is supposed to with no problems  at all. Has a very clear and bright display.
positive,This is great. No more carting my laptop everywhere I go.
positive,A very poor ending after all sorts of unexplained events nothing was explained at the end.
positive,This is a great item. Easy to use and a longer battery life than my 7&#34; fire. Colors are crisp
positive,Very nice and easy to use
positive,It's awesome and easy to use. Love it!
negative,The kindle is nice but my biggest issue is not being able to get some apps that u can get on the iTunes store!
positive,Very nice
positive,Love being able to download books
positive,I like it
positive,No memory card slot! Other than that I love it.
negative,It is okay so far.  I need to learn more about it  My grandson (20) is helping me..
positive,My is enjoying his kindle!  We are still trying to figure out how to use certain things on it.
positive,This is my second Kindle and I love that it is smaller and lighter. It has a great screen for reading which is mostly what I use it for.
positive,My wife loves it.  She just needed a small tablet for watching movies on netflix or amazon prime during down time while working overnight call as a midwife.  This thing fits the (dollar) bill
positive,Got it as a christmas present and love it.
negative,I find the constant ads irritating. Not only do I find myself swearing never to buy the item being advertised I find that I don't use my Fire as much as my other devices. The device works wel
positive,I am addicted to it.  Love it!
positive,It is even better than I expected it to be.
positive,I think it is very useful for playing games and doing work.
positive,Just got it. Much easier to use than my Samsung.
positive,My kids love it!
positive,My daughter had one and it got left in a rental car. Much to our surprise when we logged on to the new one all of her apps and pictures were all there. We were extremely happy!
positive,Also bought one as a gift for my granddaughter and her little girls and they love it!
negative,I love it and can hardly wait to learn more about it and use all its attributes.
positive,My only complaints are battery life.
positive,Does a great job
positive,Love it - gift fro my husband - has not put it down
positive,Can't live without. I'm in love!
positive,Great gift for my kids! Affordable price. Very happy with the purchase.
positive,Love it
positive,I enjoy Kindle Fire a lot
positive,my 9 year old loves it
positive,I really like my new Fire HD 7.  I am learning knew things about it all the time.  Very cool device!
positive,Took some getting use to but loving my kindle.
positive,GREAT TABLET!!! RECEIVED AS GIFT...ONLY WIDH HAD BEEN 32G W/4G
negative,Don't buy this it sucks it freezes up so much and you have to keep turning it on and off to try and get it unfreezed
positive,great just wish it had mini SD card.
positive,Pretty good
positive,Love love love it!
positive,So far so good!  Granddaughter showed me the basics!  The color and clarity on the screen are awesome.  Good response time.
positive,Much better than my old kindle.
positive,This is a great tablet with good graphics and fairly light weight. It has a great battery life of 8+ hours of use and access to tons of apps and books. Wish I could dim the backlight a little
positive,I am enjoying this product.
positive,Love it! Best gift ever
positive,Love it. Arrived on Time and it looks great.
positive,love the clarity and speed
positive,Love it!!!  It's very pretty and is perfect.  Fast shipping!
positive,Love it.
positive,So much fun!  Love it
positive,Received as gift and it's a neat little tablet.
positive,excellent product-easy to use. love how easy it is to set boundaries and safety controls for the kids.
negative,Like the feature updates from prior version except for the slippery plastic shell.<br />This generation doesnt have the rubberized backing as with earlier version and it makes difficult to ha
positive,Very lightweight. Great picture quality. Most apps download quickly. Wish I could customize homescreen and get rid of random ads. Much better than carrying around 800-page books. I love my Ki
positive,Very nice but still getting used to how everything works. Too soon to give an overall rating. Wish some exterior buttons were available to use though.
positive,Bought this as a gift for my husband....great so far!
negative,I like it. Its nice. Dont expect to get a lot of the apps you have on your phone on your fire. Its clear and don't ferl like other tablets with the price range. I also dont like the add on th
positive,My kids love it!
positive,My daughter is 9 and this made the perfect Christmas gift. Very simply to use and the battery life is excellent.
positive,Amazing!
positive,Awesome
positive,love it thank you sweetheart for my X-mas gift..
positive,Love it!  Also love the support with it. Easy to use for a non-technical nerd like me
positive,Great tablet! Has all the apps I need and has easy accessibility. The only thing I would say is that it should have better camera quality
positive,I love Kindles. They keep getting better and better.
positive,I love love love it
positive,Amazing! Right up there with iPads. And I'm a firm iphone user!
positive,It is awesome.  Best tablet I've ever had.
positive,NOT BAD
positive,Satisfied
positive,I am really enjoying using my Fire HD 7.  It is very easy to use.  I received this as a Christmas present and it is one of the best Christmas presents I have ever received!!!!
positive,Great Product! Love It!
positive,Light weight and easy to use!! Great graphics!!
positive,Great sound when listening to music
positive,I love it!!
positive,Great tablet
positive,I received this tablet mainly to use as a book reader but have been impressed with its other features. I am using it more than my laptop
positive,Love this! Clear screen and easy to navigate!
positive,absolutely love it!
positive,Love it
positive,Anyone with a prime account will say this is the best ecosystem to date. Love the carousel.
positive,Great tablet!!!!!!!
positive,Like it. Seems to do ok. I don't like the ads that keep popping up especially when you're playing a game...
positive,Nice!
positive,Just as advertised.
positive,I like everything about it.  However I can't find a cover thar shuts it off.
positive,Just what I needed
positive,Loving it!!!
positive,Could you guys email me?　 i think my kindle may have came in damaged. Im quite upset and would like to speak about this with someone. I can assure you i have not dropped it at all and it came
positive,I really like this tablet
positive,Great experience with this product.
positive,Bought this for our 8 yr old son for Christmas - he loves it!
positive,Great value
negative,It seems to be a good product but I don't like the ads every time I turn it on.
negative,My first tablet and I'm loving it. Learning as I go. Just got it as a Christmas gift.
positive,My sons are thrilled with their Fires HD 7.  The graphics have met our expectations. Hopefully 8G will be enough.
positive,It is a good case.
positive,A+
positive,Excellent. I love it and use it often. Great for watching videos of all kind and excellent for reading.
positive,I just love everything I can with my Kindles.
positive,Love it!
positive,I like the Fire HD&#62; I would highly recommend it for reading playing and pictures and video
positive,love it
positive,Tablet performs well...
positive,Wonderful! It has features I wasn't expecting it to have.
positive,Received this for Christmas and am so happy with it.
positive,More than I expected.  From a tablet love it
positive,I love my new kindle fire. My son purchased it for my Christmas gift.  The camera could take pictures a little betterbit overall it is great.
positive,Absolutely love my fire! Best present I've ever received!
positive,I am getting to learn how to use it but am really enjoying it. I keep getting messages that I need to sign in for Amazon Security on my order. Comes in junk mail and wonder if a scam.
positive,Love it.
positive,I wore my old kindle fire out...they wanted $80 to repair it.  It was a no brainer...had to have a new one!  Thanks for the prompt service...I was getting separation anxiety!!!
positive,Great
positive,Resolution is incredible.
positive,I'm not very tech oriented but it seems easy enough to use
negative,Not impressed at all. The inability to use google play services is horrible.
positive,I got this Kindle for Christmas. I love everything about it so far. It's easy to use and learn.
positive,Love the kindle!
positive,Bought 2 of these for my Grandsons ages 7 & 4 for Christmas so far they have been great!
positive,I LOVE my new Kindle Fire HD 7! I have another Kindle Fire...but this one exceeded my expectations! I would recommend this product anytime. Also have a good friend who has one and he loves hi
positive,I absolutely love my new kindle. I had the original kindle fire bought almost three years ago. My husband upgraded me for Christmas.  This thing never leaves my side. I dont use the apps much
positive,The fire hd is a great tablet daughter loves it.
positive,I bought one 3 years ago and still love it.  Bought this one for a gift.  They have improved it and made it even better!
positive,Had an old kindle that I really liked that this is a replacement for. I would have replaced it sooner rather than later if I had known how pleased I would be with this one.
positive,Very nice tablet. Convenient and we'll sized! It's really helpful in so many ways. my only complaint is that the app store is somewhat limited. However that is a small problem. It's a great g
positive,Love the Fire HD 7&#34;.  It saves me from using my lap top so much which is starting to run hot.
positive,&#34;I LOVE IT&#34;.  I am the generation gap (90 yrs young) Need help in doing some of the apps.<br />I will concer it in time.  sorry there sre no instruction
positive,It's so much fun!
positive,This has been my favorite present ! Love the camera on it !
positive,I like my Fire .
negative,Didn't get good signal without eifi
negative,Amazon advertises that if you buy a kindle fire u get free amazon prime for one month. I bought a new kindle (I had one already). But I was unable to sign up for th free month because in 2013
positive,I am enjoying. Still have to program it to receive emails.
positive,I love it!  My new Kindle fire has exceeded my expectations!  Great for reading as well as games and light internet use.
positive,Love it
positive,Like it very much.
positive,Definitely worth the money! I would recommend this
positive,I found it difficult to set up especially the email.  The help isn't extremely helpful.  I would never give this to someone like my mom who uses a computer because it would be too confusing. 
positive,great present easy to work does what it is programed for
negative,We are still trying to fiqure it all out
positive,I like the functionality.  Enjoying streaming movies and tv shows to the tv.  Responsive touch screen.  I wanted Audible and immersive reading for my daughter with dyslexia though.  This is d
positive,I love it!
positive,Love my fire!
positive,The Kindle fire HD 7&#34; tablet is definately worth it's price tag. Much faster than my 1st generation kindle fire.
positive,My son (10) got this for a Christmas gift and he loves it! I have the original and it still works great!
negative,Love it
positive,I am enjoying my new Fire! Lots of new bells and whistle to learn.
negative,Cannot charge with cover on.  Poor job of construction
positive,Gift for my daughter ... she loves it!!
positive,Not fast if you are used to Apple products but perfect for reading.
positive,Love it
positive,It's well made - I can't get it to stand up with the kindle in it
positive,Very easy to use.
negative,The case covers the camera!!!!
positive,Love it!
positive,My kindle is absolutely awesome however it could use more storage space I watched a movie on it and the hd screen is unreal! Love it!
positive,It is nice for playing games and for reading books. That is pretty much all I use it for. Picture quality is not that nice. But it's my 3rd Kindle so I guess I like them.
positive,I love it! It is awesome!!!
negative,Hate it. Not what I thought it would be. I wish I could get a refund.
positive,I love it!
positive,Excellent! Love this product!!
positive,:D
positive,I bought this Kindle for my daughter for Christmas.  She loves it.
positive,Loving iy
positive,so far I love it!  I use it a lot and have no complaints!
positive,Awesome product! It works so much better than my nook
positive,I bought this as a gift to my Mom for Christmas and she had surgery right before Christmas so this has been her God Send while is is in bed most of the time.
positive,Very nice and improved from the original Kindle Fire. It remains heavy and hard to hold but the stand up case has made it easier with something to grip.
positive,Wonderful experience its a kindle and a tablet in one. I absolutely love it
positive,I love it!
positive,My gran daughter love it we have 7 of this ones all our family and we are so happy with the devices
negative,One week old and will no longer turn on. Very dissapointed amazon :(
positive,Love it.
positive,I absolutely love it
positive,Great
positive,Absolutely perfect.
positive,Love everything about it!
positive,Thoroughly enjoying this product!  It is very easy to set up and just the right size.  Now I need to find just the right case.  Would have been nice if it came with a free screen protector .
positive,Love it.
negative,In my Slotomania game. some of the games have electric currents running through them that distort the games. Do I need to have these checked out by a Geek at Best Buy???  or do I need a new K
positive,Fire HD has met all of my expectations.
positive,Love it
positive,I love this kindle
negative,Stopped working after one week.
positive,I am so very happy with my fire hd the color is vibrant and magenta is one of my favorite colors.  It came within the time stated.  Thank you
positive,So far I really like it.  It is much faster than my original kindle.
positive,Love this tablet...so easy to use.. really quick..
positive,I really like it although I'm still trying to figure out some of the features.  It is very convenient to be able to read without an external light and the table feature is great.
positive,Love love  loovveee it
positive,We love it
positive,Every thing you need for half the price of others.
positive,VERY NICE PRODUCT.  I HIGHLY RECOMMEND.
positive,I love my kindle fire i got it for christmas along with my 2 sisters they got a pink and black one i got the white i prefer white over anything more cases go with it
positive,great and easy tablet
positive,I got the Fire 7 for Christmas. it was an upgrade from my original Kindle(7 yrs old) there's not a darn thing wrong with the old one but MAN- I'm LOVING  the New one. I haven't a single compl
positive,Item arrived as described on time and I am very pleased with the purchase.
positive,I was so excited when I got my new fire. It is totally worth it and a great price
positive,Cool little device. Spend most of my time reading instead of movies. Lots of free downloads available.
positive,Love it.
positive,Love it!
positive,Love my Fire HD!  It was very easy to set-up and sync with my social media.  I took advantage of Amazon Prime offer.
positive,I love it
positive,absolutely love it
negative,The case did not fit the kindle. Was to small and charging port and camera ports were not in the right spot.
positive,So far I am very satisfied with my Fire HD.
positive,Functions well. Generally gives you what an iPad would. Love it so far.
positive,Would have liked a quick start manual when I opened the box because this is a new product for me!  I figured it all out but could have done so a little fast and with less frustration if a har
negative,The display is very good.  I'm a little disappointed with the battery life and it seems to have a slow (and or) dropped internet connections.  It's a little 'clunkier' than I thought it would
negative,very disappointed that it isn't compatible with chromecast
positive,9 year old's favorite Christmas present. Easy to set up. Quality view screen. Have downloaded books and Minecraft so far. Excellent value.
positive,Great graphics a hard time ordering kindle books
positive,Love it!
positive,It meats all my expectations and beyond
positive,It is better than an iPad
positive,I love it I don't like the apps and offers but other then that no complaints
positive,This is a good item for my daughter's homeschooling. She uses it daily. Not a lot of options for protection cases though.
positive,LOVE it! Having lots of fun learning what it can do.
positive,The special offers are annoying
positive,I have always wanted one since they came out.  Daughter got it for me for Christmas.  Already have read 5 books watch 2 movies and my grandson has played serveral games on it.  The graphics a
positive,Absolutely fantastic
positive,Sanai loves the fire HD. She's on it all the time. I'm glad a brought it.
positive,Speedy delivery. No problems.
positive,Wonderful! I love it.
positive,I am in love with it.
positive,Very happy with purchase.
positive,10 times better than any other tablet on the market.
negative,The adds totally ruin this tablet. The apps aren't remotely close to an iPhone or Android and there's no youtube app on it. As far as an eReader it does its job.
positive,my son loves it....
positive,It really works great and does everything I want to use it for!!
negative,As a reader it is as good as the older models. However the one I received will not stay connected to the internet for more than an hour or so. I have to reboot my router to get it to reconnec
positive,Look my Kindle Fire HD.
positive,Perfect
positive,I know I will like it when I learn how to do everything.
positive,I love my Kindle!!!! Kids have the ipad mini but for a fraction of the cost I feel this has everything!! I love that I can hold it in one hand. Easy to use!
positive,I love love love it best Xmas gift ever
negative,I thought the camera/video quality would be a lot better than it is
positive,Love love it!!!
negative,The battery depletes rapidly.
negative,I have found the navigation thru thru FIRE HD combersome. I know I am not best techie arround still have found it difficult. Quick windows have help some what.
positive,Works great! Although it said it included special offers.  There weren't any...
positive,It's too awesome I want to thank everyone who helped me even my dad thank u so much
positive,I love my new Fire HD7. My old Kindle worked fine but the power cord connection wore out. I decided to just update and get a new one since the Kindle is so important to me. I'm glad I did!
positive,Very nice tablet. Sharp resolution.
negative,Pretty cool didn't use it much yet
positive,Love it! It was given to me as a present and it is amazing!
positive,This was my favorite Christmas gift. I highly recommend this tablet for you or your child. Ether way they will love it.
positive,Love it!
positive,Just love it. I enjoy being able to read at night while everyone is sleeping while not turning on any lights. The only negative thing is the battery goes down quickly.
positive,Still playing with it.  so far it is great.
positive,This was a wonderful buy
positive,Love it!!
positive,Works great for its function! I read books on the device as well as check emails and stream the web. My one complaint is the limited App Store (as compared to android and Apple) but I have a 
positive,battery does not last long enough.  any suggestions?
positive,Excellent display
positive,Love it
positive,Awesome! You can play games read listen to music skype email and surf the web all in color! 100 million times better than a nook or a kindle paperwhite! Totally worth it!! You should also buy
negative,my sister gave me her kindle fire because I liked cool mango Suduko fun my husband bought me kindle fire hd  which I like except I can't get my games on it I was gonna give my sister hers bac
negative,8GB is not enough memory to get anything done... accept maybe checking your facebook.
positive,AWESOME
positive,Love it.
negative,It blocks the rear view camera! And the other buttons which are on top are half covered as well. Boo 😞
positive,Love it!
positive,amazing
positive,AWESOME TABLET!
positive,I didn't like the new format i.e. the way all pages were set up looking more like ads. Didn't like enail format probanly because it's not what I'm used to
positive,I am still exploring its capabilities.  So far Inlove it.
positive,I love it!!!It is so easy to use.I am looking forward to watching movies on my Fire HD 7 while my husband watches sports on TV.
positive,Dope
positive,I like this kindle the only problem I have found is that some web sites I cant view the whole page. The page is cut off and will not move to be able to see the entire thing.
negative,I'm a little bit disappointed in a few of the features such as not being able to set my own screen saver/lock screen but I enjoy the screen being bigger then what I'm used to!
positive,kids love it
positive,Buy it! - You will not be disappointed!
positive,worked perfectly right out of the box
positive,I received it as a gift and have been using it for less than two weeks. So far I love it.
positive,I have been working with my new Amazon Fire HD since Christmas. It was easy to start up and begin working on with little instruction or training. The 7&#34; size fits in my coat pocket making
positive,Much improved v/s my older model
positive,I really like it. Still learning how to do things on it
negative,Lagged a lot. The tablet froze on me a few times. I only had it for a week and I'm very disappointed.
positive,Very satisfied with the Fire HD 7
positive,Has great sound
positive,very happy
positive,Love it!
positive,Fantastic
positive,Good experience. Great customer service! Thank you.
positive,Purchased this for my 9 year old son for Christmas!  He loves it!!
negative,It failed in my expectations
positive,I am very happy with my gift of the Kindle Fire from my son and daughter-in-law. I have been reading &#34;books&#34; since I received it! Great gift!
positive,Love my Fire HD7!
positive,Love it!
negative,Got it for my son because iPads were too expensive to replace. It has so many more child friendly features. makes things easier for me.
positive,I received the Kindle for Christmas and i love it!
positive,My husband loves it!
positive,Easy to use for email and reading book
positive,So far so good--  my Kindle Fire was worth the wait.
negative,I have not had my Fire 7&#34;HD for long. I am checking it out slowly.  He set it up for me. Thanks to him I can use it.
positive,Awesome
positive,Much improved fr my old one.
positive,It's relatively easy to use and it has most of the apps I need to be on it
positive,I love it.
positive,A gift from my children.. love it!
positive,Great HD display and clear picture!  Amazon Prime also gives us so many free options.  Definitely worth the extra money for Prime!  I can't believe how good of a value it is compared to an iP
positive,It works as advertised.....I like it but it's no iPad.  Then again it was $115 as opposed to $400.
positive,Love my Fire HD 7!
positive,My original Fire went on the blink .. got this one for Christmas from my kids. Just love it.
positive,My son loves his tablet
positive,Great
positive,Good case for the price can't bet it
positive,No problems at all except for the operator (me).  Trying to drag myself into the 21st century.
positive,I love my new HD 7&#34; Kindle Fire.  It is so much better than the original.  This is my 3rd Kindle since they first came out and couldn't live without it.
negative,Don't like it as much as I thought I would.  Kind of bulky and heavy to hold in one hand.  Controls are not intuitive.  Takes a long time to recharge.  Screen is very reflective. Not crazy ab
positive,My boys love them! Very easy to use and I love the durability...
positive,Above and beyond all expectations
negative,Enjoyable
positive,this was a gift I didn't think I'll use but its convenience won me over.  As a man in his late 60's I didn't think I would learn how to use it.  But it is easy to use.
positive,Great and quicker than my old one!
positive,Love my kindles
positive,Awesome!!!!
negative,I don't like the browser I prefer Firefox
negative,I like the fire tab I think it should come with protective cover or sleeve for the price I paid.
positive,I am loving it!
positive,love love love my new kindle fire
positive,Very durable and fits the kindle perfectly. Very happy with this case.
positive,Very enjoyable ......still exploring all phases..
positive,Beautiful and as expected! :) Best gift ever!
negative,This runs a little slower than the others I bought.  Might have to return it.
negative,The case did not fit my kindle fire. I was very disappointed. Unable to return item.
positive,The picture quality and sound is excellent! Works a lot like a tablet. Enjoying it very much.
positive,good
positive,gift
negative,There seem to be a lot of problems while playing games. Slow downloading and sessions interrupted frequently. Very frustrating.
positive,Fire HD is a great proproductandmeetproductandmeproductandproductaproduct<br /><br />Fire HD kindle is a  fine product and meets all my expectations.
positive,Liked it.
positive,Great tablet for the price
positive,I like this Fire 7 HD much better than the other Kindles I've had because i'ts less complicated and not nearly as the others.
positive,I am loving it!
positive,You can do so many things with it.  Now my kids will leave mine alone.
positive,Great for my 7 and 5 year old.
positive,As soon as I get to know how to work it a little better I'm sure I will really love it.
negative,Battery life horrible. Does not perform as a reader my original base Kindell
negative,its not what i have in mind
positive,Love it!
positive,Exceeded my expectations! Love it!
positive,Every thing is perfect
negative,Pretty simple. The device saves this from being a no star. The Amazon overlay on the android operating system does not work with google play and most apps on my phone aren't in the Amazon sto
positive,great!
positive,I love the new and improved version of this great device! Better place for charging and camera that can be used for anything.
positive,I love my Kindle Fire HD 7!  It is everything I could have asked for. I am thrilled with it.  I can't wait to continue using it and see what all it can do!
positive,Fabulous.  I love this product.  I had order quite a few and could not get any of them to work.  This was a total plug and play.  Highly recommended.
positive,I bought three for holiday gifts and was very satisfied with the information that I can access through them and the support service that comes with. I plan to buy another myself.
positive,Every thing I expected. I am very pleased with this kindle.
positive,It's awsome. I love it.just got to get my tv stick.to be able to watch live tv.rated 10
positive,I love my kindle!!!
positive,Amazing didn't expect this
positive,All good...did expect more protection on the outer shell. Seems to be very delicate like cheap plastic is being used?
positive,As good as an iPad .  Fantastic
negative,Need some written directions.  Had a Kindle from 2009 and fell in love. This is more complicated.  More options.
positive,Bought this for my 10yr old since the kid one was going to be slow getting here. Glad I got her this one. Doesn't seem to have the storage problems our other 2 kid kindles have.
positive,It's everything it says
positive,Need Dr card
positive,Very good
positive,I wish you could use the Google play store but otter than that it's a solid tablet.
positive,It's awesome! My kids love it.
positive,Just what I wanted
positive,Great
positive,Very nice expanded version of the first one I bought. Thank you for the new updates.
negative,It keeps freezing and saying something about a Amazon app
positive,Everything I need in a tablet!
positive,Awesome
positive,I am very impressed by this Fire tablet but I ran out of space quicker than I intended to. I would recommend getting the 16 GB model instead of the 8 GB if you are considering it.
positive,Awesome
positive,It was here earlier the expected<br /> very happy
negative,It's to SLOW
positive,Awesome tablet for the price!
positive,I got exactly what I wanted and cheaper than I originally priced. Shopping was fast. I already own a Kindle and love it so ordered one for my son.
